geneSymbol	pagerank_score
TRAF3	0.00018548861935543663
THBD	0.0001851762666736172
CCL24	0.000185079987108012
CCR8	0.0001848228589888063
NFATC1	0.00018462666569473452
POMC	0.00018434919268756235
MS4A1	0.00018402579176869346
PRTN3	0.00018301643246298985
CD33	0.00018253036516257905
SNCA	0.00018236556832128728
PTPN6	0.00018226691023061575
LGALS3	0.00018201302194200309
TRAF1	0.00018191008934525152
IRAK4	0.0001817779608461705
IFIH1	0.00018162599553201407
IL1R2	0.00018162453815360812
BATF	0.0001810746088276935
KNG1	0.00018101546661191997
ITGA2	0.00018067713145353872
CD7	0.00018015159123608548
PTGER4	0.00018013461795279387
ARG1	0.00018005964170098704
